245	46	8	0.6453
245	47	8	0.6419
245	48	9	0.6385
245	49	9	0.6351
245	51	8	0.6318
245	53	11	0.6284
245	54	11	0.6250
245	55	10	0.6216
245	57	10	0.6182
245	60	10	0.6149
245	61	10	0.6115
244	62	10	0.6081
244	64	9	0.6047
244	65	9	0.6014
244	66	10	0.5980
244	67	10	0.5946
243	70	8	0.5912
243	72	9	0.5878
243	73	11	0.5845
242	75	10	0.5811
242	76	10	0.5777
242	79	10	0.5743
242	80	12	0.5709
241	80	12	0.5676
241	82	11	0.5642
241	83	12	0.5608
240	84	11	0.5574
240	86	11	0.5541
240	88	12	0.5507
240	89	12	0.5473
240	90	13	0.5439
240	93	12	0.5405
239	95	11	0.5372
239	97	12	0.5338
239	98	14	0.5304
238	100	12	0.5270
238	101	12	0.5236
238	102	14	0.5203
237	102	14	0.5169
237	104	13	0.5135
237	109	13	0.5101
237	110	12	0.5068
236	111	14	0.5034
236	112	13	0.5000
235	114	12	0.4966
235	116	13	0.4932
235	117	15	0.4899
235	119	14	0.4865
234	121	13	0.4831
234	123	14	0.4797
234	124	14	0.4764
233	125	15	0.4730
233	127	14	0.4696
233	129	14	0.4662
232	130	15	0.4628
232	131	14	0.4595
233	134	13	0.4561
233	136	14	0.4527
233	138	15	0.4493
232	139	15	0.4459
231	141	14	0.4426
231	144	14	0.4392
231	145	15	0.4358
231	146	15	0.4324
231	148	16	0.4291
231	149	18	0.4257
230	149	18	0.4223
229	153	16	0.4189
229	155	17	0.4155
229	156	16	0.4122
228	157	18	0.4088
228	160	17	0.4054
228	162	16	0.4020
229	164	17	0.3986
229	165	18	0.3953
228	165	18	0.3919
228	169	16	0.3885
228	170	18	0.3851
227	170	18	0.3818
226	173	17	0.3784
226	176	17	0.3750
226	177	16	0.3716
225	179	18	0.3682
225	180	17	0.3649
225	182	18	0.3615
225	185	19	0.3581
226	186	18	0.3547
224	187	18	0.3514
225	189	19	0.3480
225	192	20	0.3446
225	193	19	0.3412
224	194	21	0.3378
223	197	19	0.3345
223	198	19	0.3311
223	199	20	0.3277
223	202	19	0.3243
222	204	20	0.3209
223	207	21	0.3176
222	208	22	0.3142
221	209	22	0.3108
221	212	20	0.3074
221	215	21	0.3041
221	217	22	0.3007
220	217	22	0.2973
220	219	21	0.2939
220	219	22	0.2905
220	220	22	0.2872
220	224	21	0.2838
219	227	22	0.2804
219	228	21	0.2770
219	229	22	0.2736
219	232	21	0.2703
218	234	22	0.2669
219	237	23	0.2635
219	238	24	0.2601
217	240	24	0.2568
217	242	22	0.2534
217	245	23	0.2500
217	246	23	0.2466
216	247	24	0.2432
216	250	23	0.2399
217	251	22	0.2365
217	252	24	0.2331
217	254	23	0.2297
215	255	24	0.2264
215	255	25	0.2230
215	255	24	0.2196
213	255	24	0.2162
211	255	25	0.2128
209	255	26	0.2095
209	255	27	0.2061
207	255	30	0.2027
205	255	30	0.1993
205	255	32	0.1959
203	255	32	0.1926
199	255	33	0.1892
197	255	34	0.1858
197	255	35	0.1824
195	255	37	0.1791
193	255	37	0.1757
191	255	37	0.1723
190	255	39	0.1689
190	255	41	0.1655
187	254	41	0.1622
185	254	43	0.1588
185	254	45	0.1554
183	253	45	0.1520
181	251	46	0.1486
179	251	47	0.1453
179	251	48	0.1419
178	251	49	0.1385
176	251	49	0.1351
172	250	51	0.1318
171	250	52	0.1284
171	250	54	0.1250
168	249	54	0.1216
166	249	56	0.1182
164	249	57	0.1149
164	249	58	0.1115
163	248	60	0.1081
161	248	60	0.1047
161	248	62	0.1014
160	246	63	0.0980
158	246	63	0.0946
154	246	65	0.0912
153	246	68	0.0878
153	246	69	0.0845
151	245	69	0.0811
149	245	71	0.0777
148	245	73	0.0743
148	245	75	0.0709
146	244	75	0.0676
144	244	76	0.0642
144	244	77	0.0608
142	244	78	0.0574
139	242	79	0.0541
137	242	80	0.0507
137	242	82	0.0473
136	241	83	0.0439
134	241	83	0.0405
132	241	86	0.0372
131	241	88	0.0338
131	241	90	0.0304
129	240	90	0.0270
127	240	91	0.0236
127	240	93	0.0203
125	238	93	0.0169
122	237	96	0.0135
121	237	97	0.0101
121	237	98	0.0068
120	237	99	0.0034
117	237	101	0.0000
115	236	103	-0.0034
115	236	105	-0.0068
115	236	106	-0.0101
112	234	106	-0.0135
110	234	107	-0.0169
108	234	110	-0.0203
108	234	111	-0.0236
106	233	113	-0.0270
105	233	114	-0.0304
105	233	115	-0.0338
104	232	117	-0.0372
102	232	117	-0.0405
99	232	119	-0.0439
98	231	122	-0.0473
98	231	123	-0.0507
96	230	123	-0.0541
94	229	126	-0.0574
93	229	128	-0.0608
93	229	129	-0.0642
91	228	130	-0.0676
90	227	132	-0.0709
90	227	133	-0.0743
88	227	133	-0.0777
86	226	135	-0.0811
84	226	139	-0.0845
84	226	140	-0.0878
83	225	141	-0.0912
81	225	141	-0.0946
80	225	144	-0.0980
78	225	146	-0.1014
78	225	147	-0.1047
77	223	148	-0.1081
76	223	149	-0.1115
76	223	150	-0.1149
73	222	152	-0.1182
71	221	154	-0.1216
70	221	155	-0.1250
70	220	157	-0.1284
69	220	158	-0.1318
67	220	159	-0.1351
66	219	162	-0.1385
65	219	163	-0.1419
65	219	164	-0.1453
64	218	166	-0.1486
62	218	168	-0.1520
60	218	170	-0.1554
60	217	171	-0.1588
59	216	172	-0.1622
58	216	174	-0.1655
58	216	175	-0.1689
56	215	176	-0.1723
55	215	178	-0.1757
54	215	181	-0.1791
53	215	183	-0.1824
53	213	184	-0.1858
52	213	185	-0.1892
51	212	188	-0.1926
51	212	191	-0.1959
51	212	192	-0.1993
51	210	192	-0.2027
51	210	195	-0.2061
51	210	196	-0.2095
50	209	198	-0.2128
50	209	199	-0.2162
50	209	200	-0.2196
50	209	201	-0.2230
50	207	203	-0.2264
50	207	204	-0.2297
49	207	207	-0.2331
49	207	210	-0.2365
49	207	211	-0.2399
49	207	212	-0.2432
49	207	214	-0.2466
49	207	216	-0.2500
49	206	216	-0.2534
48	204	217	-0.2568
48	204	220	-0.2601
48	204	221	-0.2635
48	204	222	-0.2669
48	204	225	-0.2703
47	203	228	-0.2736
47	202	229	-0.2770
47	202	231	-0.2804
47	201	231	-0.2838
47	201	233	-0.2872
47	201	236	-0.2905
47	201	237	-0.2939
46	199	239	-0.2973
46	199	240	-0.3007
46	199	241	-0.3041
46	198	243	-0.3074
45	198	245	-0.3108
45	198	248	-0.3142
45	198	250	-0.3176
45	196	251	-0.3209
45	196	252	-0.3243
44	194	254	-0.3277
44	193	254	-0.3311
44	192	254	-0.3345
43	191	253	-0.3378
43	190	253	-0.3412
43	190	252	-0.3446
43	189	251	-0.3480
42	186	249	-0.3514
41	185	248	-0.3547
41	184	248	-0.3581
41	183	246	-0.3615
41	182	245	-0.3649
40	180	244	-0.3682
40	179	244	-0.3716
40	178	244	-0.3750
39	176	242	-0.3784
39	175	240	-0.3818
39	174	240	-0.3851
39	173	240	-0.3885
38	172	239	-0.3919
38	171	238	-0.3953
38	170	238	-0.3986
38	169	237	-0.4020
37	167	237	-0.4054
37	165	234	-0.4088
36	164	234	-0.4122
36	163	233	-0.4155
36	162	233	-0.4189
35	160	232	-0.4223
35	159	232	-0.4257
35	159	231	-0.4291
34	158	231	-0.4324
34	257	230	-0.4358
34	156	230	-0.4392
34	155	228	-0.4426
33	152	227	-0.4459
33	151	226	-0.4493
33	150	226	-0.4527
32	149	225	-0.4561
32	148	225	-0.4595
31	145	224	-0.4628
31	144	223	-0.4662
31	144	222	-0.4696
31	143	221	-0.4730
30	142	221	-0.4764
30	142	220	-0.4797
30	141	220	-0.4831
30	139	218	-0.4865
29	137	218	-0.4899
29	136	218	-0.4932
29	135	217	-0.4966
28	134	215	-0.5000
28	132	215	-0.5034
28	131	215	-0.5068
28	131	214	-0.5101
27	129	212	-0.5135
27	127	211	-0.5169
27	126	211	-0.5203
26	126	211	-0.5236
26	125	209	-0.5270
25	124	210	-0.5304
25	123	210	-0.5338
25	122	208	-0.5372
25	121	207	-0.5405
24	119	205	-0.5439
24	118	205	-0.5473
24	117	205	-0.5507
24	115	202	-0.5541
23	115	201	-0.5574
23	114	201	-0.5608
23	113	201	-0.5642
22	111	200	-0.5676
22	110	200	-0.5709
22	110	199	-0.5743
22	109	198	-0.5777
21	107	197	-0.5811
21	106	195	-0.5845
21	105	195	-0.5878
20	104	194	-0.5912
20	102	194	-0.5946
19	100	193	-0.5980
19	99	193	-0.6014
19	99	192	-0.6047
19	98	191	-0.6081
19	97	191	-0.6115
19	97	190	-0.6149
18	95	190	-0.6182
18	94	189	-0.6216
17	93	187	-0.6250
17	92	187	-0.6284
17	91	186	-0.6318
16	90	186	-0.6351
16	88	184	-0.6385
16	87	185	-0.6419
16	87	184	-0.6453
15	85	183	-0.6486
15	84	182	-0.6520
14	83	181	-0.6554
14	83	180	-0.6588
14	82	180	-0.6622
14	81	180	-0.6655
14	81	179	-0.6689
14	80	178	-0.6723
13	79	177	-0.6757
12	77	176	-0.6791
12	76	176	-0.6824
12	75	175	-0.6858
12	74	174	-0.6892
12	73	173	-0.6926
11	73	172	-0.6959
11	72	172	-0.6993
11	71	171	-0.7027
10	70	170	-0.7061
10	69	170	-0.7095
10	68	169	-0.7128
9	66	168	-0.7162
8	65	168	-0.7196
8	64	168	-0.7230
8	63	167	-0.7264
8	62	166	-0.7297
6	61	165	-0.7331
6	60	165	-0.7365
6	59	165	-0.7399
6	57	164	-0.7432
5	57	163	-0.7466
5	57	162	-0.7500
4	55	161	-0.7534
3	54	160	-0.7568
3	53	159	-0.7601
3	52	159	-0.7635
4	51	158	-0.7669
3	50	158	-0.7703
2	49	156	-0.7736
2	48	156	-0.7770
3	48	156	-0.7804
2	46	155	-0.7838
2	45	153	-0.7872
2	45	152	-0.7905
2	44	152	-0.7939
2	43	151	-0.7973
1	42	151	-0.8007
1	41	151	-0.8041
2	40	150	-0.8074
1	38	149	-0.8108
1	37	149	-0.8142
1	36	148	-0.8176
1	35	147	-0.8209
0	35	147	-0.8243
0	34	147	-0.8277
0	34	146	-0.8311
0	33	145	-0.8345
0	32	143	-0.8378
0	31	143	-0.8412
0	30	143	-0.8446
0	29	142	-0.8480
0	28	140	-0.8514
0	27	140	-0.8547
0	26	140	-0.8581
0	25	139	-0.8615
0	24	138	-0.8649
0	23	137	-0.8682
0	22	137	-0.8716
0	21	137	-0.8750
0	20	136	-0.8784
0	19	136	-0.8818
0	19	135	-0.8851
0	17	134	-0.8885
0	15	132	-0.8919
0	16	132	-0.8953
0	14	131	-0.8986
0	13	130	-0.9020
0	12	130	-0.9054
0	11	129	-0.9088
0	10	129	-0.9122
0	9	129	-0.9155
0	8	127	-0.9189
0	7	126	-0.9223
0	6	126	-0.9257
0	5	126	-0.9291
0	4	125	-0.9324
0	3	124	-0.9358
0	2	124	-0.9392
0	1	123	-0.9426
0	0	122	-0.9459
0	1	121	-0.9493
0	0	121	-0.9527
0	1	120	-0.9561
0	0	120	-0.9595
0	1	119	-0.9628
0	0	119	-0.9662
0	1	118	-0.9696
0	0	118	-0.9730
0	1	117	-0.9764
0	0	117	-0.9797
0	0	116	-0.9831
0	1	115	-0.9865
0	0	115	-0.9899
0	0	114	-0.9932
0	0	113	-0.9966
0	1	112	-1.0000
0	0	112	-1.0034
0	1	111	-1.0068
0	0	111	-1.0101
0	1	110	-1.0135
0	0	110	-1.0169
0	0	109	-1.0203
